word,translation,category,subcategory,difficulty,wordType,definition,definitionZh,exampleSentence,exampleSentenceZh,tags,tagsZh
"medical","医学的，医疗的","various","","intermediate","adjective","A word meaning: 医学的","医学的","","","adjective","形容词"
"medicine","药","various","","intermediate","noun","A word meaning: 药","药","","","noun","名词"
"medium","中间的，中等的","various","","intermediate","adjective","A word meaning: 中间的","中间的","","","adjective","形容词"
"meet(met","met)","various","","advanced","noun","A word meaning: met)","met)","","","noun","名词"
"meeting","会；集会；会见；汇合点","various","","intermediate","noun","A word meaning: 会","会","","","noun","名词"
"member","成员，会员","various","","intermediate","noun","A word meaning: 成员","成员","","","noun","名词"
"memorial","纪念馆","various","","intermediate","adjective","A word meaning: 纪念馆","纪念馆","","","adjective","形容词"
"memory","回忆，记忆","various","","intermediate","noun","A word meaning: 回忆","回忆","","","noun","名词"
"mend","修理，修补","actions-verbs","","beginner","noun","A word meaning: 修理","修理","","","noun","名词"
"mental","精神的；脑力的","various","","intermediate","adjective","A word meaning: 精神的","精神的","","","adjective","形容词"
"mention","提及；记载","various","","intermediate","noun","A word meaning: 提及","提及","","","noun","名词"
"menu","菜单","various","","beginner","noun","A word meaning: 菜单","菜单","","","noun","名词"
"merchant","商人；生意人 商业的；商人的","animals","insects","intermediate","adjective","A word meaning: 商人","商人","","","adjective","形容词"
"merciful","仁慈的；宽大的","various","","intermediate","adjective","A word meaning: 仁慈的","仁慈的","","","adjective","形容词"
"mercy","怜悯","various","","beginner","noun","A word meaning: 怜悯","怜悯","","","noun","名词"
"merely","仅仅，只不过","various","","intermediate","adverb","A word meaning: 仅仅","仅仅","","","adverb","副词"
"merry","高兴的，愉快的","various","","beginner","adjective","A word meaning: 高兴的","高兴的","","","adjective","形容词"
"mess","凌乱","various","","beginner","noun","A word meaning: 凌乱","凌乱","","","noun","名词"
"message","消息，音信","various","","intermediate","noun","A word meaning: 消息","消息","","","noun","名词"
"messy","乱七八糟的","various","","beginner","adjective","A word meaning: 乱七八糟的","乱七八糟的","","","adjective","形容词"
"metal","金属 金属制成的","various","","beginner","adjective","A word meaning: 金属 金属制成的","金属 金属制成的","","","adjective","形容词"
"method","方法，办法","various","","intermediate","noun","A word meaning: 方法","方法","","","noun","名词"
"metre(Am meter)","米，公尺","various","","advanced","noun","A word meaning: 米","米","","","noun","名词"
"microscope","显微镜","various","","advanced","noun","A word meaning: 显微镜","显微镜","","","noun","名词"
"microwave","微波","various","","advanced","noun","A word meaning: 微波","微波","","","noun","名词"
"mid-autumn","中秋","nature","","advanced","noun","A word meaning: 中秋","中秋","","","noun","名词"
"midday","中午，正午","time","","intermediate","noun","A word meaning: 中午","中午","","","noun","名词"
"middle","中间；当中；中级的","various","","intermediate","adjective","A word meaning: 中间","中间","","","adjective","形容词"
"midnight","午夜","time","","intermediate","noun","A word meaning: 午夜","午夜","","","noun","名词"
"might","可能，也许","various","","beginner","noun","A word meaning: 可能","可能","","","noun","名词"
"mild","温和的，暖和的，凉爽的","various","","beginner","adjective","A word meaning: 温和的","温和的","","","adjective","形容词"
"mile","英里","various","","beginner","noun","A word meaning: 英里","英里","","","noun","名词"
"milk","牛奶 挤奶","food","drinks","beginner","noun","A word meaning: 牛奶 挤奶","牛奶 挤奶","","","noun","名词"
"million","百万","animals","mammals","intermediate","noun","A word meaning: 百万","百万","","","noun","名词"
"millionaire","百万富翁","animals","mammals","advanced","noun","A word meaning: 百万富翁","百万富翁","","","noun","名词"
"mind","思想，想法 介意，关心","various","","beginner","noun","A word meaning: 思想","思想","","","noun","名词"
"mine","我的（名词性物主代词） 矿藏，矿山 开采（矿物）","various","","beginner","adjective","A word meaning: 我的（名词性物主代词） 矿藏","我的（名词性物主代词） 矿藏","","","adjective","形容词"
"mineral","矿物质，矿物","various","","intermediate","adjective","A word meaning: 矿物质","矿物质","","","adjective","形容词"
"minibus","小型公共汽车","transportation","land-travel","intermediate","noun","A word meaning: 小型公共汽车","小型公共汽车","","","noun","名词"
"minimum","最小的","various","","intermediate","adjective","A word meaning: 最小的","最小的","","","adjective","形容词"
"miniskirt","超短裙","clothing","womens-clothing","advanced","noun","A word meaning: 超短裙","超短裙","","","noun","名词"
"minister","部长；牧师","various","","intermediate","noun","A word meaning: 部长","部长","","","noun","名词"
"minority","少数；少数民族","various","","intermediate","noun","A word meaning: 少数","少数","","","noun","名词"
"minus","减，减去","various","","beginner","noun","A word meaning: 减","减","","","noun","名词"
"minute","分钟；一会儿，瞬间","time","","intermediate","noun","A word meaning: 分钟","分钟","","","noun","名词"
"mirror","镜子","house","","intermediate","noun","A word meaning: 镜子","镜子","","","noun","名词"
"miss","失去，错过，缺","various","","beginner","noun","A word meaning: 失去","失去","","","noun","名词"
"Miss","小姐，女士(称呼未婚妇女)","various","","beginner","noun","A word meaning: 小姐","小姐","","","noun","名词"
"missile","导弹","various","","intermediate","noun","A word meaning: 导弹","导弹","","","noun","名词"
"mist","雾","various","","beginner","noun","A word meaning: 雾","雾","","","noun","名词"
"mistake(mistook","mistaken)","actions-verbs","","advanced","noun","A word meaning: mistaken)","mistaken)","","","noun","名词"
"mistaken","错误的","actions-verbs","","intermediate","verb;adjective","A word meaning: 错误的","错误的","","","verb;adjective","动词;形容词"
"misunderstand(misunderstood","misunderstood)","actions-verbs","weather","advanced","noun","A word meaning: misunderstood)","misunderstood)","","","noun","名词"
"mix","混合，搅拌","various","","beginner","noun","A word meaning: 混合","混合","","","noun","名词"
"mixture","混合物","various","","intermediate","noun","A word meaning: 混合物","混合物","","","noun","名词"
"mm=millimetre","毫米","various","","advanced","noun","A word meaning: 毫米","毫米","","","noun","名词"
"mobile","活动的，可移动的","various","","intermediate","adjective","A word meaning: 活动的","活动的","","","adjective","形容词"
"model","模型，原形；范例；模范","various","","beginner","noun","A word meaning: 模型","模型","","","noun","名词"
"modern","现代的","various","","intermediate","adjective","A word meaning: 现代的","现代的","","","adjective","形容词"
"modest","谦虚的；谦逊的","various","","intermediate","adjective","A word meaning: 谦虚的","谦虚的","","","adjective","形容词"
"mom =mum","妈妈","various","","advanced","noun","A word meaning: 妈妈","妈妈","","","noun","名词"
"moment","片刻，瞬间","various","","intermediate","noun","A word meaning: 片刻","片刻","","","noun","名词"
"mommy =mummy","妈妈（美）","various","","advanced","noun","A word meaning: 妈妈（美）","妈妈（美）","","","noun","名词"
"Monday","星期一","time","","intermediate","noun","A word meaning: 星期一","星期一","","","noun","名词"
"money","钱；货币","numbers","","beginner","noun","A word meaning: 钱","钱","","","noun","名词"
"monitor","（班级内的）班长；纠察生；监视器","various","","intermediate","noun;adjective","A word meaning: （班级内的）班长","（班级内的）班长","","","noun;adjective","名词;形容词"
"monkey","猴子","animals","mammals","intermediate","noun","A word meaning: 猴子","猴子","","","noun","名词"
"month","月，月份","time","","beginner","noun","A word meaning: 月","月","","","noun","名词"
"monument","纪念碑，纪念物","various","","intermediate","noun","A word meaning: 纪念碑","纪念碑","","","noun","名词"
"moon","月球；月光；月状物","nature","","beginner","noun","A word meaning: 月球","月球","","","noun","名词"
"moon cake","月饼","food","sweets","intermediate","noun","A word meaning: 月饼","月饼","","","noun","名词"
"mop","拖把 拖地","various","","beginner","adverb","A word meaning: 拖把 拖地","拖把 拖地","","","adverb","副词"
"moral","道德的","various","","beginner","adjective","A word meaning: 道德的","道德的","","","adjective","形容词"
"more","较多的；更 更多的量；另外的一些","various","","beginner","adjective","A word meaning: 较多的","较多的","","","adjective","形容词"
"morning","早晨，上午","time","","intermediate","noun","A word meaning: 早晨","早晨","","","noun","名词"
"Moslem","伊斯兰教徒，回教徒","various","","intermediate","noun","A word meaning: 伊斯兰教徒","伊斯兰教徒","","","noun","名词"
"mosquito","蚊子","animals","insects","intermediate","noun","A word meaning: 蚊子","蚊子","","","noun","名词"
"most","最多 大部分，大多数","various","","beginner","noun","A word meaning: 最多 大部分","最多 大部分","","","noun","名词"
"mother","母亲","family","","intermediate","noun","A word meaning: 母亲","母亲","","","noun","名词"
"motherland","祖国","family","","advanced","noun","A word meaning: 祖国","祖国","","","noun","名词"
"motivation","动机","various","","advanced","noun","A word meaning: 动机","动机","","","noun","名词"
"motor","发动机，马达","transportation","","beginner","noun","A word meaning: 发动机","发动机","","","noun","名词"
"motorcycle","摩托车","transportation","land-travel","advanced","noun","A word meaning: 摩托车","摩托车","","","noun","名词"
"motto","箴言，格言","various","","beginner","noun","A word meaning: 箴言","箴言","","","noun","名词"
"mountain","山，山脉","nature","landscape","intermediate","noun","A word meaning: 山","山","","","noun","名词"
"mountainous","多山的","nature","landscape","advanced","adjective","A word meaning: 多山的","多山的","","","adjective","形容词"
"mourn","哀痛；哀悼","various","","beginner","noun","A word meaning: 哀痛","哀痛","","","noun","名词"
"mouse(pl mice)","鼠，耗子；（计算机）鼠标","animals","mammals","advanced","noun","A word meaning: 鼠","鼠","","","noun","名词"
"moustache","小胡子","various","","advanced","noun","A word meaning: 小胡子","小胡子","","","noun","名词"
"mouth","嘴，口","body","face","beginner","noun","A word meaning: 嘴","嘴","","","noun","名词"
"move","移动，搬动，搬家","various","","beginner","noun","A word meaning: 移动","移动","","","noun","名词"
"movement","运动，活动","various","","intermediate","noun","A word meaning: 运动","运动","","","noun","名词"
"movie","（口语）电影","various","","beginner","noun","A word meaning: （口语）电影","（口语）电影","","","noun","名词"
"Mr.(mister)","先生（用于姓名前）","various","","advanced","noun","A word meaning: 先生（用于姓名前）","先生（用于姓名前）","","","noun","名词"
"Mrs.(mistress)","夫人，太太（称呼已婚妇女）","various","","advanced","noun","A word meaning: 夫人","夫人","","","noun","名词"
"Ms.","女士(用在婚姻状况不明的女子姓名前)","various","","beginner","adjective","A word meaning: 女士(用在婚姻状况不明的女子姓名前)","女士(用在婚姻状况不明的女子姓名前)","","","adjective","形容词"
"much","许多的，大量的 非常；更加","various","","beginner","adjective","A word meaning: 许多的","许多的","","","adjective","形容词"
"mud","泥，泥浆","various","","beginner","noun","A word meaning: 泥","泥","","","noun","名词"
"muddy","多泥的，泥泞的","various","","beginner","adjective","A word meaning: 多泥的","多泥的","","","adjective","形容词"
"multiply","乘；使相乘","various","","intermediate","adverb","A word meaning: 乘","乘","","","adverb","副词"
"murder","谋杀","various","","intermediate","noun","A word meaning: 谋杀","谋杀","","","noun","名词"
"museum","博物馆，博物院","various","","intermediate","noun","A word meaning: 博物馆","博物馆","","","noun","名词"
"mushroom","蘑菇","house","","intermediate","noun","A word meaning: 蘑菇","蘑菇","","","noun","名词"
"music","音乐，乐曲","education","subjects","beginner","adjective","A word meaning: 音乐","音乐","","","adjective","形容词"
"musical","音乐的，爱好音乐的 音乐片","education","subjects","intermediate","adjective","A word meaning: 音乐的","音乐的","","","adjective","形容词"
"musician","音乐家，乐师","education","subjects","intermediate","noun","A word meaning: 音乐家","音乐家","","","noun","名词"
"must","必须，应当；必定是","various","","beginner","noun","A word meaning: 必须","必须","","","noun","名词"
"mustard","芥末，芥子粉","nature","","intermediate","noun","A word meaning: 芥末","芥末","","","noun","名词"
"mutton","羊肉","various","","intermediate","noun","A word meaning: 羊肉","羊肉","","","noun","名词"
"my","我的","various","","beginner","adjective","A word meaning: 我的","我的","","","adjective","形容词"
"myself","我自己","various","","intermediate","noun","A word meaning: 我自己","我自己","","","noun","名词"
"nail","钉，钉子","various","","beginner","noun","A word meaning: 钉","钉","","","noun","名词"
"name","名字，姓名，名称 命名，名叫","various","","beginner","noun","A word meaning: 名字","名字","","","noun","名词"
"narrow","狭窄的","various","","intermediate","adjective","A word meaning: 狭窄的","狭窄的","","","adjective","形容词"
"nation","民族，国家","geography","","intermediate","noun","A word meaning: 民族","民族","","","noun","名词"
"national","国家的，全国性的，民族的","geography","","intermediate","adjective","A word meaning: 国家的","国家的","","","adjective","形容词"
"nationality","国籍","geography","","advanced","noun","A word meaning: 国籍","国籍","","","noun","名词"
"nationwide","全国范围内的，全国性的","geography","","advanced","adjective","A word meaning: 全国范围内的","全国范围内的","","","adjective","形容词"
"native","本土的，本国的","various","","intermediate","adjective","A word meaning: 本土的","本土的","","","adjective","形容词"
"natural","自然的","various","","intermediate","adjective","A word meaning: 自然的","自然的","","","adjective","形容词"
"nature","自然","nature","","intermediate","noun","A word meaning: 自然","自然","","","noun","名词"
"navy","海军","various","","beginner","noun","A word meaning: 海军","海军","","","noun","名词"
"near","近的 附近，邻近 靠近","body","face","beginner","adjective","A word meaning: 近的 附近","近的 附近","","","adjective","形容词"
"nearby","附近的","body","face","intermediate","adjective","A word meaning: 附近的","附近的","","","adjective","形容词"
"nearly","将近，几乎","body","face","intermediate","adverb","A word meaning: 将近","将近","","","adverb","副词"
"neat","整洁的；灵巧的","food","","beginner","adjective","A word meaning: 整洁的","整洁的","","","adjective","形容词"
"necessary","必需的，必要的","various","","advanced","adjective","A word meaning: 必需的","必需的","","","adjective","形容词"
"neck","颈，脖子","body","","beginner","noun","A word meaning: 颈","颈","","","noun","名词"
"necklace","项链","body","","intermediate","noun","A word meaning: 项链","项链","","","noun","名词"
"need","需要，需求 需要，必须","actions-verbs","","beginner","noun","A word meaning: 需要","需要","","","noun","名词"
"needle","针","actions-verbs","","intermediate","noun","A word meaning: 针","针","","","noun","名词"
"neighbour(Am neighbor)","邻居，邻人","various","","advanced","noun","A word meaning: 邻居","邻居","","","noun","名词"
"neighbourhood(Am neighborhood)","四邻；邻近地区","various","","advanced","adverb","A word meaning: 四邻","四邻","","","adverb","副词"
"neither","（两者）都不；也不","various","","intermediate","noun","A word meaning: （两者）都不","（两者）都不","","","noun","名词"
"nephew","侄子，外甥","various","","intermediate","noun","A word meaning: 侄子","侄子","","","noun","名词"
"nervous","紧张不安的","various","","intermediate","adjective","A word meaning: 紧张不安的","紧张不安的","","","adjective","形容词"
"nest","巢；窝","various","","beginner","noun","A word meaning: 巢","巢","","","noun","名词"
"net","网","numbers","","beginner","noun","A word meaning: 网","网","","","noun","名词"
"network","网络，网状系统","numbers","","intermediate","noun","A word meaning: 网络","网络","","","noun","名词"
"never","决不，从来没有","various","","beginner","noun","A word meaning: 决不","决不","","","noun","名词"
"new","新的；新鲜的","various","","beginner","adjective","A word meaning: 新的","新的","","","adjective","形容词"
"news","新闻，消息","various","","beginner","noun","A word meaning: 新闻","新闻","","","noun","名词"
"newspaper","报纸","house","","advanced","noun","A word meaning: 报纸","报纸","","","noun","名词"
"next","紧挨着的，隔壁的；下一次 然后，下一步","various","","beginner","adjective","A word meaning: 紧挨着的","紧挨着的","","","adjective","形容词"
"nice","令人愉快的；好的，漂亮的","nature","","beginner","adjective","A word meaning: 令人愉快的","令人愉快的","","","adjective","形容词"
"niece","侄女，甥女","various","","beginner","noun","A word meaning: 侄女","侄女","","","noun","名词"
"night","夜；夜间","time","","beginner","noun","A word meaning: 夜","夜","","","noun","名词"
"nine","九","numbers","","beginner","noun","A word meaning: 九","九","","","noun","名词"
"nineteen","十九","numbers","","intermediate","verb","A word meaning: 十九","十九","","","verb","动词"
"ninety","九十","numbers","","intermediate","noun","A word meaning: 九十","九十","","","noun","名词"
"ninth","第九","various","","beginner","noun","A word meaning: 第九","第九","","","noun","名词"
"no","不，不是 没有，无，不","food","","beginner","noun","A word meaning: 不","不","","","noun","名词"
"No.(缩)=number","数字；号码","numbers","","advanced","noun","A word meaning: 数字","数字","","","noun","名词"
"noble","高贵的，贵族的","various","","beginner","adjective","A word meaning: 高贵的","高贵的","","","adjective","形容词"
"nobody","渺小人物 没有人，谁也不","body","","intermediate","noun","A word meaning: 渺小人物 没有人","渺小人物 没有人","","","noun","名词"
"nod","点头","various","","beginner","noun","A word meaning: 点头","点头","","","noun","名词"
"noise","声音，噪声，喧闹声","various","","beginner","verb","A word meaning: 声音","声音","","","verb","动词"
"noisy","喧闹的，嘈杂的","various","","beginner","adjective","A word meaning: 喧闹的","喧闹的","","","adjective","形容词"
"none","无任何东西或人，无一人","numbers","","beginner","noun","A word meaning: 无任何东西或人","无任何东西或人","","","noun","名词"
"noodle","面条","food","","intermediate","noun","A word meaning: 面条","面条","","","noun","名词"
"noon","中午，正午","time","","beginner","noun","A word meaning: 中午","中午","","","noun","名词"
"nor","也不","geography","","beginner","noun","A word meaning: 也不","也不","","","noun","名词"
"normal","正常的","various","","intermediate","adjective","A word meaning: 正常的","正常的","","","adjective","形容词"
"north","北的；朝北的；从北来的 北；北方；北部","geography","","beginner","adjective","A word meaning: 北的","北的","","","adjective","形容词"
"northeast","东北（部）","geography","","advanced","noun","A word meaning: 东北（部）","东北（部）","","","noun","名词"
"northern","北方的，北部的","geography","","intermediate","adjective","A word meaning: 北方的","北方的","","","adjective","形容词"
"northwest","西北","geography","","advanced","noun","A word meaning: 西北","西北","","","noun","名词"
"nose","鼻","body","face","beginner","noun","A word meaning: 鼻","鼻","","","noun","名词"
"not","不，没","education","","beginner","noun","A word meaning: 不","不","","","noun","名词"
"note","便条，笔记，注释；钞票，纸币；音符，音调 记下，记录；注意，留意","education","","beginner","noun","A word meaning: 便条","便条","","","noun","名词"
"notebook","笔记簿","education","","intermediate","noun","A word meaning: 笔记簿","笔记簿","","","noun","名词"
"nothing","没有东西，没有什么 一点也不；并不","various","","intermediate","noun","A word meaning: 没有东西","没有东西","","","noun","名词"
"notice","注意，察觉 布告，通告；注意","nature","","intermediate","noun","A word meaning: 注意","注意","","","noun","名词"
"novel","（长篇）小说","various","","beginner","noun","A word meaning: （长篇）小说","（长篇）小说","","","noun","名词"
"novelist","小说家","various","","intermediate","noun","A word meaning: 小说家","小说家","","","noun","名词"
"November","十一月","various","","intermediate","noun","A word meaning: 十一月","十一月","","","noun","名词"
"now","现在","nature","","beginner","noun","A word meaning: 现在","现在","","","noun","名词"
"nowadays","当今，现在","time","","intermediate","noun","A word meaning: 当今","当今","","","noun","名词"
"nowhere","任何地方都不；无处","various","","intermediate","adverb","A word meaning: 任何地方都不","任何地方都不","","","adverb","副词"
"nuclear","原子核的，原子能的，核动力的","body","face","intermediate","adjective","A word meaning: 原子核的","原子核的","","","adjective","形容词"
"number","数，数字，号码；数量","numbers","","intermediate","noun","A word meaning: 数","数","","","noun","名词"
"nurse","护士；保育员","various","","beginner","noun","A word meaning: 护士","护士","","","noun","名词"
"nursery","托儿所","various","","intermediate","noun","A word meaning: 托儿所","托儿所","","","noun","名词"
"nut","坚果，坚果仁（胡桃，栗子等）","time","","beginner","noun","A word meaning: 坚果","坚果","","","noun","名词"
"nutrition","营养","various","","advanced","noun","A word meaning: 营养","营养","","","noun","名词"
"nylon","尼龙","various","","beginner","noun","A word meaning: 尼龙","尼龙","","","noun","名词"
"obey","服从，顺从，听从","various","","beginner","noun","A word meaning: 服从","服从","","","noun","名词"
"object","物，物体；宾语","various","","intermediate","noun","A word meaning: 物","物","","","noun","名词"
"observe","观察，监视，观测","various","","intermediate","noun","A word meaning: 观察","观察","","","noun","名词"
"obtain","获得；得到","various","","intermediate","noun","A word meaning: 获得","获得","","","noun","名词"
"obvious","显然的","various","","intermediate","adjective","A word meaning: 显然的","显然的","","","adjective","形容词"
"occupation","职业，工作","various","","advanced","noun","A word meaning: 职业","职业","","","noun","名词"
"occupy","占据；占领","various","","intermediate","noun","A word meaning: 占据","占据","","","noun","名词"
"occur","发生","various","","beginner","noun","A word meaning: 发生","发生","","","noun","名词"
"ocean","海洋","nature","","beginner","noun","A word meaning: 海洋","海洋","","","noun","名词"
"Oceania","大洋洲","nature","","intermediate","noun","A word meaning: 大洋洲","大洋洲","","","noun","名词"
"o'clock","...点钟","house","","advanced","noun","A word meaning: ...点钟","...点钟","","","noun","名词"
"October","十月","various","","intermediate","noun","A word meaning: 十月","十月","","","noun","名词"
"of","(表示所属","house","","beginner","noun","A word meaning: (表示所属","(表示所属","","","noun","名词"
"off","离开，脱离，（电，自来水）停了，中断 离开；（电，自来水）停了，中断","food","","beginner","noun","A word meaning: 离开","离开","","","noun","名词"
"offer","提供，建议","various","","beginner","noun","A word meaning: 提供","提供","","","noun","名词"
"office","办公室","nature","","intermediate","noun","A word meaning: 办公室","办公室","","","noun","名词"
"officer","军官；公务员，官员；警察，警官","nature","","intermediate","noun","A word meaning: 军官","军官","","","noun","名词"
"official","官员，高级职员 官方的，政府的","various","","intermediate","adjective","A word meaning: 官员","官员","","","adjective","形容词"
"offshore","近海的","various","","intermediate","adjective","A word meaning: 近海的","近海的","","","adjective","形容词"
"often","经常，常常","numbers","","beginner","verb","A word meaning: 经常","经常","","","verb","动词"
"oh","哦！啊！","various","","beginner","noun","A word meaning: 哦！啊！","哦！啊！","","","noun","名词"
"oil","油","nature","","beginner","noun","A word meaning: 油","油","","","noun","名词"
"oilfield","油田","various","","intermediate","noun","A word meaning: 油田","油田","","","noun","名词"
"OK","好，对，不错","education","","beginner","noun","A word meaning: 好","好","","","noun","名词"
"old","老的，旧的","colors","","beginner","adjective","A word meaning: 老的","老的","","","adjective","形容词"
"Olympic(s)","奥林匹克","various","","advanced","noun","A word meaning: 奥林匹克","奥林匹克","","","noun","名词"
"on","在...上（时），关于 在上，接通，进行下去","food","","beginner","noun","A word meaning: 在...上（时）","在...上（时）","","","noun","名词"
"once","一次，一度，从前 一旦","various","","beginner","noun","A word meaning: 一次","一次","","","noun","名词"
"one","一（个，只...） 一","body","","beginner","noun","A word meaning: 一（个","一（个","","","noun","名词"
"oneself","自己；自身","numbers","","intermediate","noun","A word meaning: 自己","自己","","","noun","名词"
"onion","洋葱；洋葱头","food","vegetables","beginner","noun","A word meaning: 洋葱","洋葱","","","noun","名词"
"only","仅仅，只，才 唯一的，仅有的","various","","beginner","adverb;adjective","A word meaning: 仅仅","仅仅","","","adverb;adjective","副词;形容词"
"onto","到...的上面","various","","beginner","adjective","A word meaning: 到...的上面","到...的上面","","","adjective","形容词"
"open","开着的，开口的 开，打开","house","","beginner","verb;adjective","A word meaning: 开着的","开着的","","","verb;adjective","动词;形容词"
"opener","开具，启子","house","","intermediate","noun","A word meaning: 开具","开具","","","noun","名词"
"opening","开放，口子","house","","intermediate","noun","A word meaning: 开放","开放","","","noun","名词"
"opera","歌剧","various","","beginner","noun","A word meaning: 歌剧","歌剧","","","noun","名词"
"operate","做手术，运转；实施，负责，经营，管理","animals","mammals","intermediate","verb","A word meaning: 做手术","做手术","","","verb","动词"
"operation","手术，操作","animals","mammals","advanced","noun","A word meaning: 手术","手术","","","noun","名词"
"operator","接线员","animals","mammals","intermediate","noun","A word meaning: 接线员","接线员","","","noun","名词"
"opinion","看法，见解","various","","intermediate","noun","A word meaning: 看法","看法","","","noun","名词"
"oppose","反对；反抗","various","","intermediate","noun","A word meaning: 反对","反对","","","noun","名词"
"opposite","相反，对面 相反的，对面的","actions-verbs","","intermediate","adjective","A word meaning: 相反","相反","","","adjective","形容词"
"optimistic","乐观的","various","","advanced","adjective","A word meaning: 乐观的","乐观的","","","adjective","形容词"
"optional","可选择的，非强制的","various","","intermediate","adjective","A word meaning: 可选择的","可选择的","","","adjective","形容词"
"or","或；就是；否则","transportation","","beginner","noun","A word meaning: 或","或","","","noun","名词"
"oral","口述的，口头上的","various","","beginner","adjective","A word meaning: 口述的","口述的","","","adjective","形容词"
"orange","橘子，橙子，橘汁 橘色的，橙色的","food","fruits","intermediate","adjective","A word meaning: 橘子","橘子","","","adjective","形容词"
"orbit","（天体等的）运行轨道","various","","beginner","adjective","A word meaning: （天体等的）运行轨道","（天体等的）运行轨道","","","adjective","形容词"
"order","顺序 定购，定货；点菜","geography","","beginner","noun","A word meaning: 顺序 定购","顺序 定购","","","noun","名词"
"ordinary","普通的，平常的","various","","intermediate","adjective","A word meaning: 普通的","普通的","","","adjective","形容词"
"organ","器官","body","","beginner","noun","A word meaning: 器官","器官","","","noun","名词"
"organise(Am organize)","组织","body","","advanced","noun","A word meaning: 组织","组织","","","noun","名词"
"organisation(Am organization)","组织，机构","body","","advanced","noun","A word meaning: 组织","组织","","","noun","名词"
"origin","起源，由来","various","","intermediate","noun","A word meaning: 起源","起源","","","noun","名词"
"other","别人，别的东西 别的，另外的","family","","beginner","noun;adjective","A word meaning: 别人","别人","","","noun;adjective","名词;形容词"
"otherwise","要不然，否则，另样","various","","advanced","verb","A word meaning: 要不然","要不然","","","verb","动词"
"ought","应该，应当","various","","beginner","noun","A word meaning: 应该","应该","","","noun","名词"
"our","我们的","numbers","","beginner","adjective","A word meaning: 我们的","我们的","","","adjective","形容词"
"ours","我们的（名词性物主代词）","various","","beginner","adjective","A word meaning: 我们的（名词性物主代词）","我们的（名词性物主代词）","","","adjective","形容词"
"ourselves","我们自己","various","","advanced","noun","A word meaning: 我们自己","我们自己","","","noun","名词"
"out","出外；在外","body","","beginner","noun","A word meaning: 出外","出外","","","noun","名词"
"outcome","结果，效果","actions-verbs","","intermediate","noun","A word meaning: 结果","结果","","","noun","名词"
"outdoors","在户外，在野外","house","","intermediate","noun","A word meaning: 在户外","在户外","","","noun","名词"
"outer","外部的，外面的","various","","beginner","noun;adjective","A word meaning: 外部的","外部的","","","noun;adjective","名词;形容词"
"outgoing","爱交际的，友好的；外向的","actions-verbs","","intermediate","adjective","A word meaning: 爱交际的","爱交际的","","","adjective","形容词"
"outing","郊游，远足","various","","intermediate","noun","A word meaning: 郊游","郊游","","","noun","名词"
"outline","概述，略述","various","","intermediate","noun","A word meaning: 概述","概述","","","noun","名词"
"output","产量，输出量","various","","intermediate","noun","A word meaning: 产量","产量","","","noun","名词"
"outside","外面 在外面 向外面","various","","intermediate","noun","A word meaning: 外面 在外面 向外面","外面 在外面 向外面","","","noun","名词"
"outspoken","直率的，坦诚","various","","advanced","verb;adjective","A word meaning: 直率的","直率的","","","verb;adjective","动词;形容词"
"outstanding","优秀的，杰出的","actions-verbs","","advanced","adjective","A word meaning: 优秀的","优秀的","","","adjective","形容词"
"outward(s)","向外的，外出的","various","","advanced","adjective","A word meaning: 向外的","向外的","","","adjective","形容词"
"oval","椭圆的；卵形的","various","","beginner","adjective","A word meaning: 椭圆的","椭圆的","","","adjective","形容词"
"over","在...上方，越过，遍及 翻倒，遍布，越过，结束","various","","beginner","noun","A word meaning: 在...上方","在...上方","","","noun","名词"
"overcoat","大衣","clothing","","intermediate","noun","A word meaning: 大衣","大衣","","","noun","名词"
"overcome","克服，解决","actions-verbs","","intermediate","noun","A word meaning: 克服","克服","","","noun","名词"
"overhead","在头顶上；架空的","body","","intermediate","adjective","A word meaning: 在头顶上","在头顶上","","","adjective","形容词"
"overlook","忽略，不予理会","actions-verbs","","intermediate","noun","A word meaning: 忽略","忽略","","","noun","名词"
"overweight","太胖的，超重的","numbers","","advanced","adjective","A word meaning: 太胖的","太胖的","","","adjective","形容词"
"owe","欠（债等）","nature","","beginner","noun","A word meaning: 欠（债等）","欠（债等）","","","noun","名词"
"own","自己的 拥有，所有","colors","","beginner","adjective","A word meaning: 自己的 拥有","自己的 拥有","","","adjective","形容词"
"owner","物主，所有人","various","","beginner","noun","A word meaning: 物主","物主","","","noun","名词"
"ownership","所有制","body","","advanced","noun","A word meaning: 所有制","所有制","","","noun","名词"
"ox(pl oxen)","牛；公牛","various","","advanced","noun","A word meaning: 牛","牛","","","noun","名词"
"oxygen","氧；氧气","various","","intermediate","verb","A word meaning: 氧","氧","","","verb","动词"
"pace","步子；节奏","various","","beginner","noun","A word meaning: 步子","步子","","","noun","名词"
"Pacific","太平洋的","various","","intermediate","adjective","A word meaning: 太平洋的","太平洋的","","","adjective","形容词"
"pack","包，捆；（猎犬、野兽等的）一群 打包，打行李","various","","beginner","adjective","A word meaning: 包","包","","","adjective","形容词"
"package","（尤指包装好或密封的容器）一包，一袋，一盒","various","","intermediate","adjective","A word meaning: （尤指包装好或密封的容器）一包","（尤指包装好或密封的容器）一包","","","adjective","形容词"
"packet","小包裹，袋","various","","intermediate","noun","A word meaning: 小包裹","小包裹","","","noun","名词"
